wikidata_id,name,category,image_url,country,wikipedia_url,latitude,longitude
Q500732,Bridgewater Place,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Bridgewater%20Place%20Sideview.JPG,United Kingdom,https://en.wikipedia.org/wiki/Bridgewater_Place,53.792,-1.5479
Q503477,One Canada Square,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/1%20Canada%20Square%20From%20Cabot%20Square.jpg,United Kingdom,https://en.wikipedia.org/wiki/One_Canada_Square,51.505,-0.02
Q507939,Lodha World One,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/World%20One.png,India,https://en.wikipedia.org/wiki/World_One,19.0025407,72.8265301
Q510272,Olympic Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Olympic%20Tower%20NY%20by%20David%20Shankbone.JPG,United States,https://en.wikipedia.org/wiki/Olympic_Tower,40.759166666,-73.976111111
Q511612,Bahrain World Trade Center,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Bahrain%20World%20trade%20Center%20.jpg,Bahrain,https://en.wikipedia.org/wiki/Bahrain_World_Trade_Center,26.239166666,50.581388888
Q512867,Andromeda Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Image-Andromeda-Tower%20Vienna%202005.JPG,Austria,https://en.wikipedia.org/wiki/Andromeda_Tower,48.233,16.4142
Q512913,Trust Bank Building,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Trust%20Bank%20Building.jpg,South Africa,https://en.wikipedia.org/wiki/Trust_Bank_Building,-26.206111111,28.044722222
Q519568,Torre Moeve,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Torre%20Cepsa%20%28Madrid%29%2001.jpg,Spain,https://en.wikipedia.org/wiki/Torre_Moeve,40.475555555,-3.687777777
Q520839,Nina Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/HK%20Nina%20Tower%20200803.jpg,People's Republic of China,https://en.wikipedia.org/wiki/Nina_Tower,22.368611111,114.113055555
Q521935,Seven Sisters,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Seven%20sisters%20in%20Moscow.jpg,Russia,https://en.wikipedia.org/wiki/Seven_Sisters_(Moscow),55.703055555,37.530277777
Q525790,Cadillac Place,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/General%20Motors%20building%20089833pv.jpg,United States,https://en.wikipedia.org/wiki/Cadillac_Place,42.3686,-83.0756
Q526963,BMW Headquarters,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/4%20cilindros%20y%20museo%20BMW%2C%20M%C3%BAnich%2C%20Alemania%202012-04-28%2C%20DD%2002.JPG,Germany,https://en.wikipedia.org/wiki/BMW_Headquarters,48.176944444,11.56
Q531394,Hotell Triangeln,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Hilton%20Malm%C3%B6%20City.jpg,Sweden,,55.59638889,13.00138889
Q531752,CenterPoint Energy Plaza,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Centerpoint%20energy%20plaza.jpg,United States,https://en.wikipedia.org/wiki/CenterPoint_Energy_Plaza,29.757214,-95.367962
Q538076,Liberty Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Liberty%20Tower%20from%20west.jpg,United States,https://en.wikipedia.org/wiki/Liberty_Tower_(Manhattan),40.70884,-74.00938
Q540000,Two Logan Square,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Two%20Logan%20Square.jpg,United States,https://en.wikipedia.org/wiki/Two_Logan_Square,39.9556,-75.1699
Q543353,Plaza 66,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Plaza%2066%202008.jpg,People's Republic of China,https://en.wikipedia.org/wiki/Plaza_66,31.22991667,121.44930556
Q544726,Chateau Tower of Puerto Madero,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/Torres%20Chateau%20y%20El%20Faro.JPG,Argentina,https://en.wikipedia.org/wiki/Torre_Chateau_de_Puerto_Madero,-34.613055555,-58.360277777
Q546221,Trump International Hotel and Tower,skyscrapers,http://commons.wikimedia.org/wiki/Special:FilePath/20090518%20Trump%20International%20Hotel%20and%20Tower%2C%20Chicago.jpg,United States,https://en.wikipedia.org/wiki/Trump_International_Hotel_and_Tower_(Chicago),41.8891,-87.626672222
